************
Ruijie#terminal length 0
Ruijie#show ip arp
Protocol  Address          Age(min)  Hardware        Type   Interface               
Internet  162.100.4.98     59        f074.8dc1.935c  arpa   VLAN 100                
Internet  162.100.4.99     58        f074.8dc1.a2b4  arpa   VLAN 100                
Internet  162.100.4.100    59        f074.8dc1.a1cc  arpa   VLAN 100                
Internet  162.100.4.101    1         f074.8dc1.94bc  arpa   VLAN 100                
Internet  162.100.4.102    57        f074.8dc1.94d4  arpa   VLAN 100                
Internet  162.100.4.103    58        f074.8dc1.6de4  arpa   VLAN 100                
Internet  162.100.4.104    59        f074.8dc1.7dd4  arpa   VLAN 100                
Internet  162.100.4.105    59        f074.8dc1.93bc  arpa   VLAN 100                
Internet  162.100.4.106    59        f074.8dc1.6c94  arpa   VLAN 100                
Internet  162.100.4.107    57        f074.8dc1.945c  arpa   VLAN 100                
Internet  162.100.4.108    57        f074.8dc1.5e64  arpa   VLAN 100                
Internet  162.100.4.109    58        f074.8dc1.9484  arpa   VLAN 100                
Internet  162.100.4.110    1         f074.8dc1.7604  arpa   VLAN 100                
Internet  162.100.4.111    1         f074.8dc1.968c  arpa   VLAN 100                
Internet  162.100.4.112    0         f074.8dc1.6914  arpa   VLAN 100                
Internet  162.100.4.113    14        f074.8dc1.907c  arpa   VLAN 100                
Internet  162.100.4.114    58        f074.8dc1.a3ac  arpa   VLAN 100                
Internet  162.100.4.115    57        f074.8dc1.879c  arpa   VLAN 100                
Internet  162.100.4.116    58        f074.8dc1.9204  arpa   VLAN 100                
Internet  162.100.4.117    57        f074.8dc1.8fd4  arpa   VLAN 100                
Internet  162.100.4.118    57        f074.8dc1.8a14  arpa   VLAN 100                
Internet  162.100.4.119    57        f074.8dc1.6b14  arpa   VLAN 100                
Internet  162.100.4.120    57        f074.8dc1.a0ac  arpa   VLAN 100                
Internet  162.100.4.121    0         f074.8dc1.a0ec  arpa   VLAN 100                
Internet  162.100.4.122    58        f074.8dc1.9d74  arpa   VLAN 100                
Internet  162.100.4.123    59        f074.8dc1.a0e4  arpa   VLAN 100                
Internet  162.100.4.124    58        f074.8dc1.94fc  arpa   VLAN 100                
Internet  162.100.4.125    1         f074.8dc1.8fec  arpa   VLAN 100                
Internet  162.100.4.126    57        f074.8dc1.970c  arpa   VLAN 100                
Internet  162.100.4.127    56        f074.8dc1.91c4  arpa   VLAN 100                
Internet  162.100.4.128    59        f074.8dc1.954c  arpa   VLAN 100                
Internet  162.100.4.129    59        f074.8dc1.9ccc  arpa   VLAN 100                
Internet  162.100.4.130    57        f074.8dc1.8f24  arpa   VLAN 100                
Internet  162.100.4.131    57        f074.8dc1.8d84  arpa   VLAN 100                
Internet  162.100.4.132    57        f074.8dc1.99cc  arpa   VLAN 100                
Internet  162.100.4.133    57        f074.8dc1.8adc  arpa   VLAN 100                
Internet  162.100.4.134    57        f074.8dc1.93f4  arpa   VLAN 100                
Internet  162.100.4.135    58        f074.8dc1.8714  arpa   VLAN 100                
Internet  162.100.4.136    56        f074.8dc1.7dbc  arpa   VLAN 100                
Internet  162.100.4.137    42        f074.8dc1.819c  arpa   VLAN 100                
Internet  162.100.4.138    57        f074.8dc1.99a4  arpa   VLAN 100                
Internet  162.100.4.139    57        f074.8dc1.76ec  arpa   VLAN 100                
Internet  162.100.4.140    57        f074.8dc1.7d94  arpa   VLAN 100                
Internet  162.100.4.141    57        f074.8dc1.81e4  arpa   VLAN 100                
Internet  162.100.4.142    59        f074.8dc1.942c  arpa   VLAN 100                
Internet  162.100.4.143    57        f074.8dc1.9b94  arpa   VLAN 100                
Internet  162.100.4.144    0         f074.8dc1.6e44  arpa   VLAN 100                
Internet  162.100.4.145    57        f074.8dc1.9554  arpa   VLAN 100                
Internet  162.100.4.146    56        f074.8dc1.a64c  arpa   VLAN 100                
Internet  162.100.4.147    56        f074.8dc1.8f34  arpa   VLAN 100                
Internet  162.100.4.148    56        f074.8dc1.8c44  arpa   VLAN 100                
Internet  162.100.4.149    57        f074.8dc1.890c  arpa   VLAN 100                
Internet  162.100.4.150    58        f074.8dc1.80e4  arpa   VLAN 100                
Internet  162.100.4.151    57        f074.8dc1.9354  arpa   VLAN 100                
Internet  162.100.4.152    1         f074.8dc1.7bfc  arpa   VLAN 100                
Internet  162.100.4.153    56        f074.8dc1.6854  arpa   VLAN 100                
Internet  162.100.4.154    59        f074.8dc1.7514  arpa   VLAN 100                
Internet  162.100.4.155    57        f074.8dc1.990c  arpa   VLAN 100                
Internet  162.100.4.156    43        f074.8dc1.a644  arpa   VLAN 100                
Internet  162.100.4.157    59        f074.8dc1.689c  arpa   VLAN 100                
Internet  162.100.4.158    40        f074.8dc1.818c  arpa   VLAN 100                
Internet  162.100.4.159    40        f074.8dc1.7d9c  arpa   VLAN 100                
Internet  162.100.4.160    43        f074.8dc1.9a04  arpa   VLAN 100                
Internet  162.100.4.161    44        f074.8dc1.9e14  arpa   VLAN 100                
Internet  162.100.4.162    44        f074.8dc1.66bc  arpa   VLAN 100                
Internet  162.100.4.163    59        f074.8dc1.97f4  arpa   VLAN 100                
Internet  162.100.4.164    42        f074.8dc1.a38c  arpa   VLAN 100                
Internet  162.100.4.165    39        f074.8dc1.9dcc  arpa   VLAN 100                
Internet  162.100.4.166    16        f074.8dc1.97c4  arpa   VLAN 100                
Internet  162.100.4.167    16        f074.8dc1.68cc  arpa   VLAN 100                
Internet  162.100.4.168    39        f074.8dc1.8974  arpa   VLAN 100                
Internet  162.100.4.169    16        f074.8dc1.981c  arpa   VLAN 100                
Internet  162.100.4.170    16        1082.3d6e.9e3c  arpa   VLAN 100                
Internet  162.100.4.171    16        1082.3d6e.a48a  arpa   VLAN 100                
Internet  162.100.4.172    16        1082.3d6e.a45a  arpa   VLAN 100                
Internet  162.100.4.173    16        1082.3d7e.42b6  arpa   VLAN 100                
Internet  162.100.4.174    16        1082.3d7e.3e54  arpa   VLAN 100                
Internet  162.100.4.175    15        1082.3d7e.3b2a  arpa   VLAN 100                
Internet  162.100.4.176    16        1082.3d6e.a442  arpa   VLAN 100                
Internet  162.100.4.177    14        1082.3d7e.45e0  arpa   VLAN 100                
Internet  162.100.4.178    44        f074.8dc1.72ac  arpa   VLAN 100                
Internet  162.100.4.179    16        f074.8dc1.8e0c  arpa   VLAN 100                
Internet  162.100.4.180    16        f074.8dc1.704c  arpa   VLAN 100                
Internet  162.100.4.181    16        f074.8dc1.8dd4  arpa   VLAN 100                
Internet  162.100.4.182    16        f074.8dc1.91e4  arpa   VLAN 100                
Internet  162.100.4.183    16        f074.8dc1.68c4  arpa   VLAN 100                
Internet  162.100.4.184    16        f074.8dc1.864c  arpa   VLAN 100                
Internet  162.100.4.185    16        f074.8dc1.a2c4  arpa   VLAN 100                
Internet  162.100.4.186    16        f074.8dc1.97a4  arpa   VLAN 100                
Internet  162.100.4.187    16        f074.8dc1.68e4  arpa   VLAN 100                
Internet  162.100.4.188    16        f074.8dc1.8e4c  arpa   VLAN 100                
Internet  162.100.4.189    14        1082.3d6e.a26e  arpa   VLAN 100                
Internet  162.100.4.190    16        f074.8dc1.a1ec  arpa   VLAN 100                
Internet  162.100.4.191    16        1082.3d7e.723e  arpa   VLAN 100                
Internet  162.100.4.192    16        f074.8dc1.8b6c  arpa   VLAN 100                
Internet  162.100.4.193    16        1082.3d6e.a796  arpa   VLAN 100                
Internet  162.100.4.194    16        f074.8dc1.986c  arpa   VLAN 100                
Internet  162.100.4.195    16        1082.3d6e.a50e  arpa   VLAN 100                
Internet  162.100.4.196    16        f074.8dc1.9144  arpa   VLAN 100                
Internet  162.100.4.197    16        1082.3d7e.3b48  arpa   VLAN 100                
Internet  162.100.4.198    16        f074.8dc1.84b4  arpa   VLAN 100                
Internet  162.100.4.199    16        f074.8dc1.958c  arpa   VLAN 100                
Internet  162.100.4.200    57        f074.8dc1.8584  arpa   VLAN 100                
Internet  162.100.4.201    0         f074.8dc1.909c  arpa   VLAN 100                
Internet  162.100.4.202    59        f074.8dc1.937c  arpa   VLAN 100                
Internet  162.100.4.203    40        f074.8dc1.70ec  arpa   VLAN 100                
Internet  162.100.4.204    16        f074.8dc1.7cac  arpa   VLAN 100                
Internet  162.100.4.205    44        f074.8dc1.98b4  arpa   VLAN 100                
Internet  162.100.4.206    57        f074.8dc1.9774  arpa   VLAN 100                
Internet  162.100.4.207    57        f074.8dc1.a604  arpa   VLAN 100                
Internet  162.100.4.208    57        f074.8dc1.983c  arpa   VLAN 100                
Internet  162.100.4.209    58        f074.8dc1.a1e4  arpa   VLAN 100                
Internet  162.100.4.210    16        f074.8dc1.9a74  arpa   VLAN 100                
Internet  162.100.4.211    57        f074.8dc1.80b4  arpa   VLAN 100                
Internet  162.100.4.212    1         f074.8dc1.98bc  arpa   VLAN 100                
Internet  162.100.4.213    1         f074.8dc1.927c  arpa   VLAN 100                
Internet  162.100.4.215    56        f074.8dc1.8d8c  arpa   VLAN 100                
Internet  162.100.4.216    1         f074.8dc1.a404  arpa   VLAN 100                
Internet  162.100.4.217    57        f074.8dc1.77ac  arpa   VLAN 100                
Internet  162.100.4.218    57        f074.8dc1.a414  arpa   VLAN 100                
Internet  162.100.4.219    57        f074.8dc1.84cc  arpa   VLAN 100                
Internet  162.100.4.220    43        f074.8dc1.849c  arpa   VLAN 100                
Internet  162.100.4.221    27        1082.3d6e.a388  arpa   VLAN 100                
Internet  162.100.4.222    57        f074.8dc1.94ec  arpa   VLAN 100                
Internet  162.100.4.223    14        1082.3d7e.80e4  arpa   VLAN 100                
Internet  162.100.4.224    56        f074.8dc1.86ec  arpa   VLAN 100                
Internet  162.100.4.225    59        f074.8dc1.86d4  arpa   VLAN 100                
Internet  162.100.4.226    57        1082.3d7e.3af4  arpa   VLAN 100                
Internet  162.100.4.227    14        1082.3d6e.a55c  arpa   VLAN 100                
Internet  162.100.4.228    57        1082.3d7e.3b12  arpa   VLAN 100                
Internet  162.100.4.229    52        1082.3d6e.a21a  arpa   VLAN 100                
Internet  162.100.4.230    40        f074.8dc1.6ac4  arpa   VLAN 100                
Internet  162.100.4.231    44        f074.8dc1.7d84  arpa   VLAN 100                
Internet  162.100.4.232    2         f074.8dc1.8cc4  arpa   VLAN 100                
Internet  162.100.7.253    --        4881.d4ca.7d8a  arpa   VLAN 100                
Internet  162.100.7.254    28        4881.d4c8.8cd0  arpa   VLAN 100                
Internet  162.101.0.4      25        4210.7948.5ffe  arpa   VLAN 101                
Internet  162.101.0.14     18        c46e.339c.f3fb  arpa   VLAN 101                
Internet  162.101.0.17     32        c46e.339c.ead5  arpa   VLAN 101                
Internet  162.101.0.25     0         8cc8.4bd4.5b35  arpa   VLAN 101                
Internet  162.101.0.27     6         30c9.aba6.61a5  arpa   VLAN 101                
Internet  162.101.0.161    17        42cc.8df9.7db4  arpa   VLAN 101                
Internet  162.101.0.191    28        827b.fef3.e057  arpa   VLAN 101                
Internet  162.101.1.54     1         d8c0.a693.0983  arpa   VLAN 101                
Internet  162.101.15.253   --        4881.d4ca.7d8a  arpa   VLAN 101                
Internet  162.101.15.254   25        4881.d4c8.8cd0  arpa   VLAN 101                
Internet  162.254.1.1      12        4881.d4ca.d6b2  arpa   VLAN 2541               
Internet  162.254.1.2      24        4881.d4c9.6af4  arpa   VLAN 2541               
Internet  162.254.1.4      10        1082.3d96.3e58  arpa   VLAN 2541               
Internet  162.254.1.5      12        1082.3d96.3cf3  arpa   VLAN 2541               
Internet  162.254.1.6      24        4881.d4c9.62a7  arpa   VLAN 2541               
Internet  162.254.1.8      12        1082.3d96.3e04  arpa   VLAN 2541               
Internet  162.254.1.11     12        4881.d4ca.d852  arpa   VLAN 2541               
Internet  162.254.1.21     14        4881.d4c9.dfc6  arpa   VLAN 2541               
Internet  162.254.1.32     --        4881.d4ca.7d8a  arpa   VLAN 2541               
Internet  162.254.1.253    4         4881.d4c9.de6f  arpa   VLAN 2541               
Internet  162.254.1.254    17        4881.d4c9.dce9  arpa   VLAN 2541               
Total number of ARP entries: 1258
Ruijie#
